Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
2016-Jan-05 11:39:34	PI_3	616	2	1	997955	0	0
2016-Jan-05 11:39:36	PI_3	617	2	1	997955	0	0
2016-Jan-05 11:39:38	PI_3	618	2	2	1405754	0	0,1
2016-Jan-05 11:39:40	PI_3	619	2	2	1405754	0	0,1
2016-Jan-05 11:39:42	PI_3	620	2	2	1405754	0	0,1
2016-Jan-05 11:39:44	PI_3	621	2	2	1405754	0	0,1
2016-Jan-05 11:39:46	PI_3	622	2	2	1405754	0	0,1
2016-Jan-05 11:39:48	PI_3	623	2	0	642933	0	
2016-Jan-05 11:39:50	PI_3	624	2	2	1405754	0	0,1
2016-Jan-05 11:39:52	PI_3	625	2	0	642933	0	
2016-Jan-05 11:39:54	PI_3	626	2	2	1405754	0	0,1
2016-Jan-05 11:39:56	PI_3	627	2	0	642933	0	
2016-Jan-05 11:39:58	PI_3	628	2	0	642933	0	
2016-Jan-05 11:40:00	PI_3	629	2	0	642933	0	
2016-Jan-05 11:40:02	PI_3	630	2	2	1405754	0	0,1
2016-Jan-05 11:40:04	PI_3	631	2	0	642933	0	
2016-Jan-05 11:40:06	PI_3	632	2	0	642933	0	
2016-Jan-05 11:40:08	PI_3	633	2	0	642933	0	
2016-Jan-05 11:40:10	PI_3	634	2	0	642933	0	
2016-Jan-05 11:40:12	PI_3	635	2	2	1405754	0	0,1
2016-Jan-05 11:40:14	PI_3	636	2	0	642933	0	
2016-Jan-05 11:40:16	PI_3	637	2	0	642933	0	
2016-Jan-05 11:40:18	PI_3	638	2	2	1405754	0	0,1
2016-Jan-05 11:40:20	PI_3	639	2	0	642933	0	
2016-Jan-05 11:40:22	PI_3	640	2	0	642933	0	
2016-Jan-05 11:40:24	PI_3	641	2	2	1405754	0	0,1
2016-Jan-05 11:40:26	PI_3	642	2	0	642933	0	
2016-Jan-05 11:40:28	PI_3	643	2	0	642933	0	
2016-Jan-05 11:40:30	PI_3	644	2	0	642933	0	
2016-Jan-05 11:40:32	PI_3	645	2	2	1405754	0	0,1
2016-Jan-05 11:40:34	PI_3	646	2	0	642933	0	
2016-Jan-05 11:40:36	PI_3	647	2	0	642933	0	
2016-Jan-05 11:40:38	PI_3	648	2	2	1405754	0	0,1
2016-Jan-05 11:40:40	PI_3	649	2	1	997955	0	0
2016-Jan-05 11:40:42	PI_3	650	2	1	997955	0	0
2016-Jan-05 11:40:44	PI_3	651	2	1	997955	0	0
2016-Jan-05 11:40:46	PI_3	652	2	0	642933	0	
2016-Jan-05 11:40:48	PI_3	653	2	1	997955	0	0
2016-Jan-05 11:40:50	PI_3	654	2	1	997955	0	0
2016-Jan-05 11:40:52	PI_3	655	2	1	997955	0	0
2016-Jan-05 11:40:54	PI_3	656	2	2	1405754	0	0,1
2016-Jan-05 11:40:56	PI_3	657	2	2	1405754	0	0,1
2016-Jan-05 11:40:58	PI_3	658	2	2	1405754	0	0,1
2016-Jan-05 11:41:00	PI_3	659	2	2	1405754	0	0,1
